loan_id,application_date,income_at_application,debt_ratio_at_application,credit_history_months_at_application,age_at_application,prev_loans_at_application,loan_amount_at_application,occupation_at_application,collection_calls,account_status,days_since_last_payment,defaulted
L-27569,2023-01-22,17708.02,0.649,19,63,0,50000.00,ธุรกิจส่วนตัว,1,ปกติ,11,0
L-27734,2023-01-22,10775.38,0.276,205,32,2,150000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,25,0
L-20143,2023-01-23,39613.14,0.255,40,41,5,50000.00,ข้าราชการ,1,ปกติ,11,0
L-20379,2023-01-23,32606.37,0.361,223,51,5,100000.00,ข้าราชการ,2,ปกติ,30,0
L-21723,2023-01-23,12949.91,0.384,213,60,3,300000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,20,0
L-21986,2023-01-23,13283.76,0.099,156,47,0,500000.00,ข้าราชการ,1,ปกติ,25,0
L-24044,2023-01-23,32793.49,0.199,139,22,2,100000.00,อาชีพอิสระ,2,ปกติ,0,0
L-25757,2023-01-23,16334.91,0.6,2,54,5,300000.00,ธุรกิจส่วนตัว,0,ปกติ,10,0
L-26033,2023-01-23,37812.98,0.119,229,36,6,200000.00,อาชีพอิสระ,0,ปกติ,28,0
L-26176,2023-01-23,24897.47,0.361,209,37,2,150000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,24,0
L-27959,2023-01-23,45607.46,0.349,38,35,1,100000.00,อาชีพอิสระ,2,ปกติ,2,0
L-29579,2023-01-23,25706.58,0.054,201,49,1,500000.00,อาชีพอิสระ,1,ปกติ,15,0
L-31206,2023-01-23,28913.81,0.594,30,26,2,300000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,8,0
L-20279,2023-01-24,23510.31,0.259,46,60,3,150000.00,พนักงานประจำ,1,ปกติ,24,0
L-20669,2023-01-24,31748.12,0.493,227,41,1,100000.00,ข้าราชการ,0,ปกติ,28,0
L-21175,2023-01-24,37311.48,0.504,145,64,6,300000.00,ธุรกิจส่วนตัว,2,ปกติ,5,0
L-21523,2023-01-24,30301.31,0.431,228,30,1,200000.00,ข้าราชการ,10,ค้างชำระ,130,1
L-22368,2023-01-24,38859.98,0.633,234,50,1,50000.00,ธุรกิจส่วนตัว,1,ปกติ,3,0
L-22730,2023-01-24,47612.56,0.394,63,29,2,50000.00,พนักงานประจำ,0,ปกติ,30,0
L-24299,2023-01-24,42787.80,0.448,173,38,0,150000.00,ข้าราชการ,1,ปกติ,5,0
L-26231,2023-01-24,23731.99,0.2,126,65,2,150000.00,พนักงานประจำ,2,ปกติ,1,0
L-28526,2023-01-24,23469.83,0.408,60,33,4,50000.00,อาชีพอิสระ,2,ปกติ,1,0
L-28983,2023-01-24,40970.43,0.445,235,58,3,150000.00,ข้าราชการ,2,ปกติ,6,0
L-29146,2023-01-24,44992.99,0.296,108,58,4,500000.00,ธุรกิจส่วนตัว,1,ปกติ,24,0
L-29233,2023-01-24,12986.25,0.433,26,40,1,300000.00,อาชีพอิสระ,0,ปกติ,6,0
L-31908,2023-01-24,37719.15,0.325,211,36,4,300000.00,ธุรกิจส่วนตัว,1,ปกติ,28,0
L-20546,2023-01-25,33938.78,0.311,72,48,6,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,8,0
L-21717,2023-01-25,39799.16,0.497,101,62,2,50000.00,พนักงานประจำ,3,ค้างชำระ,162,1
L-24190,2023-01-25,37211.88,0.436,45,58,2,500000.00,ข้าราชการ,1,ปกติ,15,0
L-24688,2023-01-25,33099.55,0.02,82,51,3,300000.00,ธุรกิจส่วนตัว,0,ปกติ,21,0
L-27888,2023-01-25,21574.35,0.442,29,21,5,50000.00,ข้าราชการ,10,ค้างชำระ,157,1
L-29616,2023-01-25,58076.04,0.521,100,40,5,300000.00,ข้าราชการ,7,ค้างชำระ,172,1
L-29649,2023-01-25,51642.80,0.418,151,60,0,50000.00,พนักงานประจำ,1,ปกติ,9,0
L-30250,2023-01-25,9000.00,0.462,193,52,5,150000.00,อาชีพอิสระ,1,ปกติ,0,0
L-31482,2023-01-25,55984.63,0.432,156,60,3,500000.00,อาชีพอิสระ,1,ปกติ,6,0
L-31670,2023-01-25,27831.74,0.376,31,61,6,100000.00,ข้าราชการ,0,ปกติ,15,0
L-21285,2023-01-26,39178.46,0.49,173,36,0,500000.00,อาชีพอิสระ,1,ปกติ,9,0
L-22418,2023-01-26,14082.80,0.074,207,29,4,100000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,10,0
L-22652,2023-01-26,40858.46,0.02,214,24,4,100000.00,พนักงานประจำ,1,ปกติ,16,0
L-22864,2023-01-26,21916.92,0.286,98,22,5,150000.00,ธุรกิจส่วนตัว,2,ปกติ,5,0
L-25017,2023-01-26,37661.22,0.73,58,63,6,100000.00,อาชีพอิสระ,0,ปกติ,26,0
L-25366,2023-01-26,55038.33,0.428,40,53,6,150000.00,อาชีพอิสระ,1,ปกติ,9,0
L-26844,2023-01-26,34995.33,0.573,172,33,4,500000.00,ข้าราชการ,0,ปกติ,2,0
L-27027,2023-01-26,17048.13,0.832,68,32,0,150000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,10,0
L-27467,2023-01-26,15682.28,0.314,0,51,2,50000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,4,0
L-27555,2023-01-26,51767.24,0.087,232,33,5,150000.00,ข้าราชการ,0,ปกติ,24,0
L-30319,2023-01-26,18177.36,0.574,240,36,6,500000.00,อาชีพอิสระ,0,ปกติ,6,0
L-31225,2023-01-26,43000.77,0.418,115,29,4,50000.00,ข้าราชการ,1,ปกติ,23,0
L-21091,2023-01-27,37425.93,0.219,196,57,6,300000.00,ธุรกิจส่วนตัว,2,ปกติ,15,0
L-21392,2023-01-27,24688.51,0.492,83,35,5,300000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,24,0
L-21728,2023-01-27,44370.85,0.138,106,44,6,50000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,9,0
L-24046,2023-01-27,51153.83,0.222,70,33,4,300000.00,ธุรกิจส่วนตัว,0,ปกติ,23,0
L-25359,2023-01-27,19300.26,0.526,75,33,6,50000.00,ข้าราชการ,1,ปกติ,19,0
L-25716,2023-01-27,9000.00,0.278,181,47,2,50000.00,อาชีพอิสระ,0,ปกติ,25,0
L-26808,2023-01-27,25464.54,0.391,21,51,3,150000.00,พนักงานประจำ,0,ปกติ,27,0
L-26832,2023-01-27,29540.42,0.6,238,42,2,100000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,26,0
L-27933,2023-01-27,49488.75,0.206,161,41,0,100000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,22,0
L-28138,2023-01-27,42646.36,0.278,169,34,0,300000.00,พนักงานประจำ,2,ปกติ,11,0
L-29199,2023-01-27,28051.59,0.534,125,59,0,200000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,5,0
L-29499,2023-01-27,29916.83,0.401,208,28,2,50000.00,ข้าราชการ,5,ค้างชำระ,82,1
L-29851,2023-01-27,42139.94,0.644,105,42,2,300000.00,อาชีพอิสระ,1,ปกติ,18,0
L-31147,2023-01-27,9000.00,0.155,93,56,5,300000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,2,0
L-21417,2023-01-28,39109.90,0.401,185,21,1,50000.00,ธุรกิจส่วนตัว,0,ปกติ,6,0
L-21787,2023-01-28,38491.67,0.354,98,56,2,150000.00,ธุรกิจส่วนตัว,2,ปกติ,16,0
L-27490,2023-01-28,32662.96,0.18,229,57,1,200000.00,อาชีพอิสระ,1,ปกติ,30,0
L-28517,2023-01-28,40344.67,0.359,203,38,5,300000.00,ข้าราชการ,0,ปกติ,20,0
L-29205,2023-01-28,25659.10,0.249,22,28,0,300000.00,ข้าราชการ,1,ปกติ,27,0
L-29748,2023-01-28,20071.31,0.416,102,29,3,200000.00,ธุรกิจส่วนตัว,0,ปกติ,10,0
L-31797,2023-01-28,10737.40,0.202,215,55,1,200000.00,อาชีพอิสระ,1,ปกติ,1,0
L-20737,2023-01-29,9000.00,0.328,14,56,3,150000.00,อาชีพอิสระ,1,ปกติ,2,0
L-21509,2023-01-29,26313.94,0.606,145,43,0,50000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,23,0
L-21777,2023-01-29,9000.00,0.201,26,42,3,300000.00,พนักงานประจำ,2,ปกติ,12,0
L-22140,2023-01-29,33995.73,0.383,6,62,5,500000.00,ข้าราชการ,2,ปกติ,6,0
L-24669,2023-01-29,25462.77,0.592,150,21,0,150000.00,ข้าราชการ,0,ปกติ,0,0
L-25721,2023-01-29,32024.92,0.4,57,29,2,100000.00,พนักงานประจำ,0,ปกติ,11,0
L-25737,2023-01-29,51593.68,0.194,180,50,6,100000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,6,0
L-26124,2023-01-29,39090.47,0.471,117,36,6,300000.00,อาชีพอิสระ,2,ปกติ,4,0
L-26183,2023-01-29,70121.32,0.336,169,43,6,50000.00,ข้าราชการ,1,ปกติ,1,0
L-28610,2023-01-29,11243.92,0.474,100,22,4,50000.00,พนักงานประจำ,1,ปกติ,4,0
L-31268,2023-01-29,47443.93,0.392,46,44,4,200000.00,ธุรกิจส่วนตัว,2,ปกติ,21,0
L-31301,2023-01-29,32972.54,0.317,133,23,6,500000.00,อาชีพอิสระ,1,ปกติ,23,0
L-21061,2023-01-30,24000.51,0.491,200,63,0,50000.00,อาชีพอิสระ,0,ปกติ,30,0
L-21236,2023-01-30,32520.44,0.506,146,38,5,100000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,6,0
L-21645,2023-01-30,63971.43,0.289,36,59,0,50000.00,ข้าราชการ,1,ปกติ,14,0
L-22988,2023-01-30,19641.46,0.582,92,58,1,300000.00,ข้าราชการ,0,ปกติ,26,0
L-24227,2023-01-30,43889.31,0.208,26,41,1,100000.00,ธุรกิจส่วนตัว,0,ปกติ,8,0
L-25054,2023-01-30,21498.42,0.243,167,62,6,300000.00,ข้าราชการ,0,ปกติ,14,0
L-28674,2023-01-30,32291.11,0.02,122,43,4,100000.00,อาชีพอิสระ,2,ปกติ,22,0
L-29997,2023-01-30,51735.05,0.629,207,48,1,100000.00,อาชีพอิสระ,2,ปกติ,2,0
L-20045,2023-01-31,38570.65,0.21,16,53,6,200000.00,ธุรกิจส่วนตัว,2,ปกติ,20,0
L-20462,2023-01-31,56035.56,0.347,9,23,2,200000.00,พนักงานประจำ,0,ปกติ,19,0
L-20522,2023-01-31,39897.30,0.526,198,34,2,500000.00,พนักงานประจำ,2,ปกติ,19,0
L-21555,2023-01-31,29602.59,0.314,131,45,1,100000.00,ข้าราชการ,1,ปกติ,5,0
L-25128,2023-01-31,36150.09,0.422,36,49,2,500000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,3,0
L-26592,2023-01-31,43226.96,0.626,162,41,2,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,25,0
L-27226,2023-01-31,9000.00,0.255,207,29,5,300000.00,ข้าราชการ,0,ปกติ,18,0
L-27505,2023-01-31,53328.95,0.44,38,29,2,500000.00,ธุรกิจส่วนตัว,1,ปกติ,22,0
L-29246,2023-01-31,39329.37,0.444,71,26,3,300000.00,ธุรกิจส่วนตัว,1,ปกติ,19,0
L-29448,2023-01-31,20617.19,0.744,31,21,4,150000.00,อาชีพอิสระ,0,ปกติ,19,0
L-30307,2023-01-31,12208.54,0.454,23,59,0,200000.00,อาชีพอิสระ,1,ปกติ,19,0
L-31195,2023-01-31,17947.28,0.37,133,25,5,100000.00,พนักงานประจำ,9,ค้างชำระ,96,1
L-31783,2023-01-31,15825.29,0.508,107,53,1,50000.00,ข้าราชการ,1,ปกติ,30,0
L-20187,2023-02-01,9719.06,0.308,97,33,6,100000.00,ธุรกิจส่วนตัว,1,ปกติ,11,0
L-20326,2023-02-01,68712.17,0.159,195,26,5,500000.00,ข้าราชการ,0,ปกติ,17,0
L-20800,2023-02-01,30491.61,0.08,19,47,0,200000.00,พนักงานประจำ,2,ปกติ,4,0
L-21251,2023-02-01,21414.39,0.121,173,57,0,150000.00,พนักงานประจำ,2,ปกติ,22,0
L-22492,2023-02-01,51645.76,0.435,239,53,2,150000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,2,0
L-22654,2023-02-01,39394.12,0.593,13,40,0,200000.00,ข้าราชการ,0,ปกติ,8,0
L-22706,2023-02-01,15135.69,0.255,46,31,4,200000.00,ข้าราชการ,0,ปกติ,30,0
L-23326,2023-02-01,21298.43,0.271,59,59,4,150000.00,ข้าราชการ,1,ปกติ,1,0
L-23591,2023-02-01,42402.60,0.312,18,38,5,50000.00,อาชีพอิสระ,1,ปกติ,7,0
L-24083,2023-02-01,9000.00,0.602,86,34,5,300000.00,ธุรกิจส่วนตัว,2,ปกติ,15,0
L-25040,2023-02-01,9000.00,0.443,128,54,2,150000.00,อาชีพอิสระ,2,ปกติ,15,0
L-25764,2023-02-01,20783.59,0.413,143,65,0,500000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,25,0
L-27962,2023-02-01,9000.00,0.237,29,53,6,150000.00,อาชีพอิสระ,2,ปกติ,9,0
L-28280,2023-02-01,11869.24,0.517,101,31,5,200000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,19,0
L-30387,2023-02-01,25599.31,0.214,87,53,2,200000.00,พนักงานประจำ,0,ปกติ,20,0
L-31745,2023-02-01,17237.32,0.637,95,57,5,200000.00,อาชีพอิสระ,2,ปกติ,1,0
L-20166,2023-02-02,49966.29,0.101,191,65,4,100000.00,พนักงานประจำ,0,ปกติ,1,0
L-20583,2023-02-02,59073.03,0.463,142,32,0,300000.00,พนักงานประจำ,2,ปกติ,29,0
L-21893,2023-02-02,43775.65,0.392,166,21,6,300000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,6,0
L-21945,2023-02-02,36774.26,0.022,212,62,3,200000.00,พนักงานประจำ,1,ปกติ,11,0
L-24717,2023-02-02,44161.68,0.209,151,61,5,200000.00,ธุรกิจส่วนตัว,1,ปกติ,22,0
L-25964,2023-02-02,31104.83,0.494,162,33,1,50000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,18,0
L-28672,2023-02-02,18022.33,0.632,60,33,1,150000.00,อาชีพอิสระ,1,ปกติ,23,0
L-29406,2023-02-02,39442.39,0.741,140,55,1,100000.00,อาชีพอิสระ,2,ปกติ,22,0
L-30446,2023-02-02,29717.97,0.02,121,53,3,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,28,0
L-30582,2023-02-02,37252.42,0.262,41,23,3,200000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,30,0
L-30815,2023-02-02,15873.93,0.104,152,22,4,200000.00,ข้าราชการ,1,ปกติ,7,0
L-31481,2023-02-02,35231.12,0.537,141,64,0,500000.00,ธุรกิจส่วนตัว,1,ปกติ,23,0
L-31912,2023-02-02,34872.18,0.316,132,56,0,150000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,23,0
L-20175,2023-02-03,19401.16,0.309,150,65,4,50000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,22,0
L-20671,2023-02-03,38889.87,0.303,10,58,5,500000.00,ข้าราชการ,2,ปกติ,13,0
L-20872,2023-02-03,39580.76,0.755,111,36,5,100000.00,ธุรกิจส่วนตัว,1,ปกติ,28,0
L-20894,2023-02-03,14968.95,0.428,140,58,2,500000.00,พนักงานประจำ,0,ปกติ,10,0
L-21169,2023-02-03,45929.42,0.186,152,26,0,200000.00,ธุรกิจส่วนตัว,0,ปกติ,9,0
L-23195,2023-02-03,9000.00,0.264,134,53,2,300000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,30,0
L-23496,2023-02-03,20106.05,0.271,33,65,4,200000.00,พนักงานประจำ,1,ปกติ,20,0
L-24199,2023-02-03,42277.50,0.6,33,23,6,150000.00,ข้าราชการ,0,ปกติ,19,0
L-24718,2023-02-03,49856.61,0.305,199,40,6,150000.00,พนักงานประจำ,1,ปกติ,2,0
L-26229,2023-02-03,18446.67,0.385,166,51,3,50000.00,ธุรกิจส่วนตัว,1,ปกติ,2,0
L-27814,2023-02-03,38467.29,0.587,64,63,3,100000.00,พนักงานประจำ,1,ปกติ,20,0
L-28480,2023-02-03,62282.93,0.43,64,58,1,50000.00,พนักงานประจำ,6,ค้างชำระ,145,1
L-30429,2023-02-03,12198.22,0.47,169,21,3,300000.00,ข้าราชการ,0,ปกติ,12,0
L-31776,2023-02-03,44499.91,0.575,94,52,4,150000.00,ข้าราชการ,1,ปกติ,16,0
L-20140,2023-02-04,30546.99,0.449,43,50,6,200000.00,ธุรกิจส่วนตัว,2,ปกติ,21,0
L-21167,2023-02-04,13024.94,0.151,230,40,6,100000.00,อาชีพอิสระ,1,ปกติ,6,0
L-23886,2023-02-04,40584.51,0.409,135,48,3,50000.00,อาชีพอิสระ,0,ปกติ,8,0
L-25286,2023-02-04,38123.37,0.277,159,62,5,300000.00,อาชีพอิสระ,1,ปกติ,6,0
L-25855,2023-02-04,41080.97,0.564,10,53,3,100000.00,พนักงานประจำ,1,ปกติ,17,0
L-26746,2023-02-04,38638.78,0.585,104,28,4,500000.00,พนักงานประจำ,1,ปกติ,16,0
L-28051,2023-02-04,36194.51,0.627,220,43,4,500000.00,พนักงานประจำ,2,ปกติ,0,0
L-28850,2023-02-04,35341.76,0.82,22,63,3,200000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,10,0
L-30938,2023-02-04,33838.55,0.319,127,50,2,300000.00,ธุรกิจส่วนตัว,0,ปกติ,21,0
L-31038,2023-02-04,33340.04,0.381,26,34,3,300000.00,พนักงานประจำ,1,ปกติ,9,0
L-31076,2023-02-04,23503.46,0.114,86,50,5,200000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,5,0
L-20390,2023-02-05,28216.80,0.388,102,52,2,150000.00,ธุรกิจส่วนตัว,0,ปกติ,8,0
L-21619,2023-02-05,23850.87,0.608,200,42,5,100000.00,ข้าราชการ,2,ปกติ,14,0
L-21932,2023-02-05,62241.72,0.728,235,37,2,200000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,10,0
L-23892,2023-02-05,29798.01,0.493,29,51,6,500000.00,ธุรกิจส่วนตัว,1,ปกติ,30,0
L-23909,2023-02-05,33296.72,0.478,182,26,2,50000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,15,0
