session_id,period,session_date,device,campaign,minutes_on_site,converted
S-001998,2025-Q1,2025-02-27,Mobile,โฆษณาโซเชียล,2.6,0
S-002375,2025-Q1,2025-03-18,Mobile,ตรงเข้าเว็บ,8.3,0
S-004835,2025-Q1,2025-02-24,Mobile,ค้นหา,10.6,0
S-016543,2025-Q2,2025-06-16,Desktop,โฆษณาโซเชียล,6.3,0
S-005398,2025-Q1,2025-01-16,Mobile,ค้นหา,2.3,0
S-003436,2025-Q1,2025-03-10,Mobile,อีเมล,4.8,0
S-016712,2025-Q2,2025-05-31,Desktop,ค้นหา,2.9,1
S-010636,2025-Q2,2025-06-09,Mobile,โฆษณาโซเชียล,8.8,0
S-010136,2025-Q2,2025-05-29,Mobile,โฆษณาโซเชียล,9.4,0
S-003004,2025-Q1,2025-03-13,Mobile,อีเมล,3.8,0
S-003613,2025-Q1,2025-03-16,Mobile,โฆษณาโซเชียล,6.1,0
S-002368,2025-Q1,2025-02-23,Mobile,ค้นหา,3.1,0
S-011839,2025-Q2,2025-06-25,Mobile,โฆษณาโซเชียล,2.3,0
S-007836,2025-Q1,2025-03-07,Mobile,อีเมล,3.2,0
S-018632,2025-Q2,2025-04-29,Desktop,ตรงเข้าเว็บ,3.2,0
S-007089,2025-Q1,2025-02-04,Mobile,ค้นหา,8.8,0
S-018063,2025-Q2,2025-05-27,Desktop,โฆษณาโซเชียล,2.4,0
S-005678,2025-Q1,2025-03-14,Mobile,โฆษณาโซเชียล,9.6,0
S-009815,2025-Q1,2025-01-21,Desktop,ตรงเข้าเว็บ,4.8,0
S-014211,2025-Q2,2025-04-29,Desktop,โฆษณาโซเชียล,11.9,1
S-012916,2025-Q2,2025-06-03,Mobile,โฆษณาโซเชียล,10.9,0
S-015837,2025-Q2,2025-04-08,Desktop,โฆษณาโซเชียล,3.4,1
S-000401,2025-Q1,2025-02-19,Mobile,โฆษณาโซเชียล,10.8,0
S-019447,2025-Q2,2025-04-10,Desktop,ตรงเข้าเว็บ,1.9,0
S-002014,2025-Q1,2025-02-16,Mobile,อีเมล,9.9,0
S-007294,2025-Q1,2025-03-22,Mobile,อีเมล,9.7,0
S-010723,2025-Q2,2025-06-14,Mobile,โฆษณาโซเชียล,10.3,0
S-019599,2025-Q2,2025-04-23,Desktop,ตรงเข้าเว็บ,6.7,1
S-006624,2025-Q1,2025-01-23,Mobile,โฆษณาโซเชียล,6.2,0
S-003912,2025-Q1,2025-02-14,Mobile,โฆษณาโซเชียล,8.0,0
S-015745,2025-Q2,2025-06-28,Desktop,ตรงเข้าเว็บ,6.1,1
S-016697,2025-Q2,2025-04-04,Desktop,โฆษณาโซเชียล,9.1,0
S-004004,2025-Q1,2025-03-28,Mobile,โฆษณาโซเชียล,8.5,0
S-014679,2025-Q2,2025-05-19,Desktop,ตรงเข้าเว็บ,4.8,0
S-019408,2025-Q2,2025-04-09,Desktop,ค้นหา,3.8,1
S-018178,2025-Q2,2025-05-17,Desktop,อีเมล,2.5,1
S-015352,2025-Q2,2025-06-21,Desktop,อีเมล,2.4,1
S-015702,2025-Q2,2025-05-17,Desktop,โฆษณาโซเชียล,0.8,1
S-012297,2025-Q2,2025-04-20,Mobile,ค้นหา,11.8,0
S-000431,2025-Q1,2025-03-09,Mobile,โฆษณาโซเชียล,11.7,0
S-007720,2025-Q1,2025-02-17,Mobile,อีเมล,7.9,0
S-011380,2025-Q2,2025-06-29,Mobile,ตรงเข้าเว็บ,5.0,0
S-014545,2025-Q2,2025-04-19,Desktop,ตรงเข้าเว็บ,3.8,0
S-009112,2025-Q1,2025-02-04,Desktop,โฆษณาโซเชียล,8.5,0
S-007035,2025-Q1,2025-02-04,Mobile,ค้นหา,6.7,0
S-014072,2025-Q2,2025-06-11,Desktop,อีเมล,4.9,1
S-001411,2025-Q1,2025-02-25,Mobile,โฆษณาโซเชียล,0.7,0
S-000623,2025-Q1,2025-03-17,Mobile,ค้นหา,10.9,0
S-018014,2025-Q2,2025-05-25,Desktop,อีเมล,8.9,0
S-011246,2025-Q2,2025-04-01,Mobile,อีเมล,0.8,0
S-010788,2025-Q2,2025-06-04,Mobile,โฆษณาโซเชียล,7.5,0
S-003251,2025-Q1,2025-01-13,Mobile,อีเมล,9.2,0
S-005890,2025-Q1,2025-01-04,Mobile,ค้นหา,2.5,0
S-019181,2025-Q2,2025-04-14,Desktop,อีเมล,0.6,1
S-007837,2025-Q1,2025-01-14,Mobile,ค้นหา,2.7,0
S-013018,2025-Q2,2025-05-17,Desktop,ค้นหา,1.4,0
S-011362,2025-Q2,2025-05-27,Mobile,ค้นหา,0.6,0
S-012454,2025-Q2,2025-04-11,Mobile,อีเมล,0.9,0
S-007523,2025-Q1,2025-02-11,Mobile,อีเมล,1.1,0
S-016826,2025-Q2,2025-04-02,Desktop,ค้นหา,4.2,0
S-019137,2025-Q2,2025-04-19,Desktop,ตรงเข้าเว็บ,10.6,0
S-006084,2025-Q1,2025-03-02,Mobile,อีเมล,1.5,0
S-016032,2025-Q2,2025-05-30,Desktop,ค้นหา,11.4,1
S-011059,2025-Q2,2025-04-24,Mobile,ตรงเข้าเว็บ,1.0,0
S-007632,2025-Q1,2025-03-01,Mobile,อีเมล,2.0,0
S-008630,2025-Q1,2025-01-12,Desktop,อีเมล,7.8,1
S-005311,2025-Q1,2025-02-27,Mobile,โฆษณาโซเชียล,10.5,0
S-002474,2025-Q1,2025-01-29,Mobile,อีเมล,8.1,0
S-000507,2025-Q1,2025-02-23,Mobile,ค้นหา,5.6,0
S-008204,2025-Q1,2025-01-16,Desktop,อีเมล,3.3,0
S-010868,2025-Q2,2025-05-21,Mobile,อีเมล,1.9,0
S-009297,2025-Q1,2025-02-08,Desktop,ค้นหา,3.1,0
S-016821,2025-Q2,2025-05-24,Desktop,ค้นหา,6.2,0
S-006459,2025-Q1,2025-02-05,Mobile,อีเมล,3.5,0
S-013717,2025-Q2,2025-06-09,Desktop,ค้นหา,1.4,0
S-017331,2025-Q2,2025-04-30,Desktop,โฆษณาโซเชียล,11.0,1
S-007381,2025-Q1,2025-03-08,Mobile,โฆษณาโซเชียล,7.2,0
S-000824,2025-Q1,2025-02-27,Mobile,โฆษณาโซเชียล,9.3,1
S-016675,2025-Q2,2025-04-20,Desktop,โฆษณาโซเชียล,2.2,1
S-008690,2025-Q1,2025-01-19,Desktop,อีเมล,11.9,0
S-001387,2025-Q1,2025-01-28,Mobile,อีเมล,3.4,0
S-005469,2025-Q1,2025-01-05,Mobile,ตรงเข้าเว็บ,10.8,0
S-019459,2025-Q2,2025-05-11,Desktop,อีเมล,7.1,0
S-000826,2025-Q1,2025-02-08,Mobile,โฆษณาโซเชียล,4.0,0
S-002733,2025-Q1,2025-02-17,Mobile,โฆษณาโซเชียล,7.3,0
S-011061,2025-Q2,2025-04-27,Mobile,อีเมล,1.5,0
S-018323,2025-Q2,2025-06-29,Desktop,โฆษณาโซเชียล,5.2,0
S-014109,2025-Q2,2025-04-04,Desktop,โฆษณาโซเชียล,8.8,1
S-002537,2025-Q1,2025-01-16,Mobile,ตรงเข้าเว็บ,6.4,0
S-016645,2025-Q2,2025-04-03,Desktop,โฆษณาโซเชียล,8.9,1
S-018916,2025-Q2,2025-04-16,Desktop,อีเมล,8.9,1
S-018069,2025-Q2,2025-04-03,Desktop,อีเมล,10.8,0
S-003984,2025-Q1,2025-02-19,Mobile,โฆษณาโซเชียล,3.1,0
S-013193,2025-Q2,2025-06-12,Desktop,ตรงเข้าเว็บ,5.7,0
S-003162,2025-Q1,2025-01-23,Mobile,อีเมล,5.4,0
S-014754,2025-Q2,2025-05-27,Desktop,อีเมล,6.1,0
S-016237,2025-Q2,2025-04-29,Desktop,ค้นหา,3.8,0
S-004686,2025-Q1,2025-03-06,Mobile,ค้นหา,11.4,0
S-008475,2025-Q1,2025-03-09,Desktop,อีเมล,9.2,0
S-009325,2025-Q1,2025-03-16,Desktop,โฆษณาโซเชียล,4.8,0
S-011678,2025-Q2,2025-04-13,Mobile,ค้นหา,4.5,0
S-017229,2025-Q2,2025-04-03,Desktop,อีเมล,7.5,1
S-013826,2025-Q2,2025-04-23,Desktop,โฆษณาโซเชียล,10.3,0
S-005835,2025-Q1,2025-01-25,Mobile,โฆษณาโซเชียล,8.8,0
S-011535,2025-Q2,2025-05-05,Mobile,โฆษณาโซเชียล,9.5,0
S-006543,2025-Q1,2025-01-21,Mobile,โฆษณาโซเชียล,0.8,0
S-009114,2025-Q1,2025-01-19,Desktop,ตรงเข้าเว็บ,9.6,0
S-016777,2025-Q2,2025-06-25,Desktop,ค้นหา,6.2,1
S-013984,2025-Q2,2025-04-19,Desktop,ค้นหา,2.2,0
S-014767,2025-Q2,2025-05-06,Desktop,โฆษณาโซเชียล,8.7,0
S-013887,2025-Q2,2025-04-08,Desktop,ค้นหา,10.5,0
S-009241,2025-Q1,2025-01-27,Desktop,ค้นหา,6.5,0
S-006205,2025-Q1,2025-02-11,Mobile,อีเมล,7.3,0
S-014914,2025-Q2,2025-04-07,Desktop,โฆษณาโซเชียล,5.2,0
S-007602,2025-Q1,2025-03-07,Mobile,อีเมล,8.0,0
S-018517,2025-Q2,2025-04-19,Desktop,โฆษณาโซเชียล,3.7,1
S-018767,2025-Q2,2025-04-08,Desktop,โฆษณาโซเชียล,9.6,0
S-010102,2025-Q2,2025-05-09,Mobile,โฆษณาโซเชียล,2.8,0
S-014264,2025-Q2,2025-06-28,Desktop,ค้นหา,8.8,0
S-015484,2025-Q2,2025-06-26,Desktop,ตรงเข้าเว็บ,5.9,0
S-004355,2025-Q1,2025-01-30,Mobile,ค้นหา,7.8,0
S-008631,2025-Q1,2025-01-29,Desktop,โฆษณาโซเชียล,5.1,0
S-004871,2025-Q1,2025-01-05,Mobile,ค้นหา,10.5,0
S-011900,2025-Q2,2025-04-03,Mobile,ค้นหา,7.0,0
S-009639,2025-Q1,2025-03-27,Desktop,ค้นหา,2.5,0
S-005767,2025-Q1,2025-03-06,Mobile,ตรงเข้าเว็บ,1.0,0
S-005891,2025-Q1,2025-03-31,Mobile,อีเมล,10.1,0
S-009976,2025-Q1,2025-03-01,Desktop,ค้นหา,8.7,0
S-008040,2025-Q1,2025-03-04,Desktop,โฆษณาโซเชียล,6.8,1
S-006666,2025-Q1,2025-01-13,Mobile,ค้นหา,3.0,0
S-004053,2025-Q1,2025-01-08,Mobile,ตรงเข้าเว็บ,8.1,0
S-004757,2025-Q1,2025-02-18,Mobile,ตรงเข้าเว็บ,7.1,0
S-010375,2025-Q2,2025-06-09,Mobile,โฆษณาโซเชียล,6.1,0
S-004873,2025-Q1,2025-02-15,Mobile,ค้นหา,9.8,0
S-013467,2025-Q2,2025-05-21,Desktop,ตรงเข้าเว็บ,3.7,0
S-008165,2025-Q1,2025-03-25,Desktop,โฆษณาโซเชียล,2.7,1
S-011389,2025-Q2,2025-04-16,Mobile,ค้นหา,11.9,0
S-010056,2025-Q2,2025-06-13,Mobile,อีเมล,11.8,0
S-008453,2025-Q1,2025-01-01,Desktop,ค้นหา,7.5,1
S-002332,2025-Q1,2025-02-01,Mobile,โฆษณาโซเชียล,2.6,0
S-018776,2025-Q2,2025-05-17,Desktop,โฆษณาโซเชียล,6.1,1
S-012842,2025-Q2,2025-06-17,Mobile,ตรงเข้าเว็บ,5.4,0
S-014695,2025-Q2,2025-05-24,Desktop,ค้นหา,4.5,1
S-009438,2025-Q1,2025-02-01,Desktop,โฆษณาโซเชียล,9.1,1
S-012802,2025-Q2,2025-06-25,Mobile,ค้นหา,10.0,0
S-013945,2025-Q2,2025-06-14,Desktop,ตรงเข้าเว็บ,11.4,0
S-017725,2025-Q2,2025-06-09,Desktop,อีเมล,5.9,1
S-017466,2025-Q2,2025-05-17,Desktop,อีเมล,1.0,0
S-017097,2025-Q2,2025-04-30,Desktop,ตรงเข้าเว็บ,8.4,0
S-010590,2025-Q2,2025-05-25,Mobile,อีเมล,1.5,0
S-004574,2025-Q1,2025-02-15,Mobile,ตรงเข้าเว็บ,6.1,0
S-018046,2025-Q2,2025-04-06,Desktop,อีเมล,2.6,1
S-009853,2025-Q1,2025-03-19,Desktop,ค้นหา,8.9,0
S-005828,2025-Q1,2025-03-23,Mobile,ตรงเข้าเว็บ,8.6,0
S-014100,2025-Q2,2025-05-22,Desktop,ค้นหา,1.1,0
S-003494,2025-Q1,2025-01-20,Mobile,ค้นหา,10.4,0
S-001488,2025-Q1,2025-01-19,Mobile,ค้นหา,6.2,0
S-014096,2025-Q2,2025-04-04,Desktop,โฆษณาโซเชียล,4.3,1
S-012411,2025-Q2,2025-04-24,Mobile,อีเมล,4.7,1
S-011280,2025-Q2,2025-04-27,Mobile,ตรงเข้าเว็บ,8.2,0
S-013716,2025-Q2,2025-05-01,Desktop,ตรงเข้าเว็บ,6.4,0
S-007196,2025-Q1,2025-01-25,Mobile,ค้นหา,5.5,0
S-015520,2025-Q2,2025-04-12,Desktop,โฆษณาโซเชียล,1.5,1
S-004652,2025-Q1,2025-03-29,Mobile,โฆษณาโซเชียล,2.1,0
S-019959,2025-Q2,2025-06-29,Desktop,อีเมล,3.5,1
S-012777,2025-Q2,2025-06-15,Mobile,โฆษณาโซเชียล,7.6,0
S-015156,2025-Q2,2025-04-23,Desktop,ตรงเข้าเว็บ,9.9,0
S-015447,2025-Q2,2025-05-06,Desktop,ตรงเข้าเว็บ,5.6,1
S-016346,2025-Q2,2025-04-20,Desktop,ตรงเข้าเว็บ,4.2,0
S-003383,2025-Q1,2025-01-06,Mobile,ตรงเข้าเว็บ,8.4,0
S-005616,2025-Q1,2025-01-28,Mobile,โฆษณาโซเชียล,8.5,0
S-015478,2025-Q2,2025-05-01,Desktop,โฆษณาโซเชียล,7.4,0
S-019106,2025-Q2,2025-05-12,Desktop,โฆษณาโซเชียล,2.9,0
S-016244,2025-Q2,2025-04-15,Desktop,อีเมล,11.1,0
S-002495,2025-Q1,2025-03-09,Mobile,ตรงเข้าเว็บ,11.1,1
S-007233,2025-Q1,2025-03-21,Mobile,อีเมล,3.6,0
S-004779,2025-Q1,2025-01-27,Mobile,ตรงเข้าเว็บ,8.4,0
S-002738,2025-Q1,2025-03-14,Mobile,อีเมล,8.4,1
S-016994,2025-Q2,2025-05-07,Desktop,โฆษณาโซเชียล,7.6,0
S-012315,2025-Q2,2025-04-18,Mobile,อีเมล,9.6,0
S-009761,2025-Q1,2025-02-28,Desktop,ตรงเข้าเว็บ,9.6,1
S-012277,2025-Q2,2025-06-11,Mobile,โฆษณาโซเชียล,9.7,0
S-005201,2025-Q1,2025-01-06,Mobile,อีเมล,0.8,0
S-001992,2025-Q1,2025-02-01,Mobile,ตรงเข้าเว็บ,9.9,0
S-002701,2025-Q1,2025-03-29,Mobile,ค้นหา,9.2,0
S-014992,2025-Q2,2025-05-30,Desktop,ตรงเข้าเว็บ,7.9,1
S-017621,2025-Q2,2025-04-29,Desktop,ตรงเข้าเว็บ,9.7,0
S-005591,2025-Q1,2025-02-08,Mobile,โฆษณาโซเชียล,1.1,0
S-009622,2025-Q1,2025-01-05,Desktop,อีเมล,9.8,0
S-007086,2025-Q1,2025-02-03,Mobile,ตรงเข้าเว็บ,4.5,1
S-003016,2025-Q1,2025-01-16,Mobile,ค้นหา,2.2,0
S-014386,2025-Q2,2025-04-28,Desktop,โฆษณาโซเชียล,4.7,0
S-012060,2025-Q2,2025-06-08,Mobile,อีเมล,10.0,0
S-004235,2025-Q1,2025-02-07,Mobile,ตรงเข้าเว็บ,9.0,0
S-003870,2025-Q1,2025-02-19,Mobile,ค้นหา,5.1,1
S-002752,2025-Q1,2025-03-01,Mobile,อีเมล,9.2,0
S-007677,2025-Q1,2025-01-31,Mobile,โฆษณาโซเชียล,4.9,0
S-014322,2025-Q2,2025-04-13,Desktop,ตรงเข้าเว็บ,5.1,0
S-001197,2025-Q1,2025-01-05,Mobile,อีเมล,2.3,0
S-015569,2025-Q2,2025-05-01,Desktop,อีเมล,8.0,0
S-018328,2025-Q2,2025-05-27,Desktop,อีเมล,8.2,0
S-000183,2025-Q1,2025-01-22,Mobile,ค้นหา,6.2,0
S-013946,2025-Q2,2025-06-14,Desktop,โฆษณาโซเชียล,5.2,0
S-009562,2025-Q1,2025-03-13,Desktop,โฆษณาโซเชียล,10.0,0
S-015260,2025-Q2,2025-06-25,Desktop,ตรงเข้าเว็บ,11.3,1
S-008010,2025-Q1,2025-01-11,Desktop,โฆษณาโซเชียล,10.1,0
S-006840,2025-Q1,2025-02-07,Mobile,ค้นหา,0.6,0
S-015494,2025-Q2,2025-04-03,Desktop,ตรงเข้าเว็บ,11.2,0
S-001997,2025-Q1,2025-01-16,Mobile,ค้นหา,5.0,0
S-018115,2025-Q2,2025-04-17,Desktop,อีเมล,5.6,0
S-008845,2025-Q1,2025-02-28,Desktop,ตรงเข้าเว็บ,7.1,1
S-010069,2025-Q2,2025-06-07,Mobile,โฆษณาโซเชียล,10.9,0
S-017632,2025-Q2,2025-04-13,Desktop,โฆษณาโซเชียล,4.3,0
S-016217,2025-Q2,2025-04-29,Desktop,โฆษณาโซเชียล,8.3,0
S-019105,2025-Q2,2025-06-28,Desktop,อีเมล,6.7,0
S-014536,2025-Q2,2025-06-29,Desktop,โฆษณาโซเชียล,1.8,1
S-004351,2025-Q1,2025-01-16,Mobile,โฆษณาโซเชียล,8.7,0
S-013772,2025-Q2,2025-04-30,Desktop,ตรงเข้าเว็บ,1.5,1
S-006788,2025-Q1,2025-01-31,Mobile,ค้นหา,1.3,0
S-018148,2025-Q2,2025-04-18,Desktop,อีเมล,7.5,0
S-008299,2025-Q1,2025-02-03,Desktop,อีเมล,10.3,0
S-000674,2025-Q1,2025-01-25,Mobile,อีเมล,5.3,0
S-006509,2025-Q1,2025-02-11,Mobile,โฆษณาโซเชียล,11.4,1
S-001240,2025-Q1,2025-03-08,Mobile,ค้นหา,9.9,0
S-010808,2025-Q2,2025-06-07,Mobile,โฆษณาโซเชียล,6.7,0
S-014422,2025-Q2,2025-06-12,Desktop,ตรงเข้าเว็บ,11.9,0
S-008358,2025-Q1,2025-01-20,Desktop,ค้นหา,7.0,0
S-014797,2025-Q2,2025-05-29,Desktop,ค้นหา,8.8,1
S-000199,2025-Q1,2025-01-20,Mobile,อีเมล,1.9,0
S-009100,2025-Q1,2025-01-29,Desktop,ค้นหา,11.0,0
S-007441,2025-Q1,2025-01-18,Mobile,อีเมล,1.8,0
S-010089,2025-Q2,2025-04-16,Mobile,โฆษณาโซเชียล,2.0,0
S-016243,2025-Q2,2025-04-29,Desktop,ตรงเข้าเว็บ,1.5,1
S-014863,2025-Q2,2025-04-26,Desktop,ตรงเข้าเว็บ,9.9,0
S-016961,2025-Q2,2025-06-22,Desktop,อีเมล,9.3,0
S-015610,2025-Q2,2025-06-13,Desktop,อีเมล,7.0,1
S-014543,2025-Q2,2025-05-16,Desktop,อีเมล,4.1,0
S-018438,2025-Q2,2025-04-12,Desktop,โฆษณาโซเชียล,6.2,0
S-019999,2025-Q2,2025-05-15,Desktop,อีเมล,7.2,0
S-016605,2025-Q2,2025-05-20,Desktop,ตรงเข้าเว็บ,9.2,0
S-000730,2025-Q1,2025-01-03,Mobile,ตรงเข้าเว็บ,1.8,0
S-009037,2025-Q1,2025-03-08,Desktop,ค้นหา,8.1,0
S-006565,2025-Q1,2025-02-19,Mobile,โฆษณาโซเชียล,10.9,0
S-007191,2025-Q1,2025-01-11,Mobile,ค้นหา,4.3,0
S-005572,2025-Q1,2025-02-12,Mobile,อีเมล,1.2,0
S-000387,2025-Q1,2025-01-25,Mobile,โฆษณาโซเชียล,1.6,0
S-016278,2025-Q2,2025-06-16,Desktop,โฆษณาโซเชียล,8.6,1
S-009129,2025-Q1,2025-02-18,Desktop,อีเมล,9.0,1
S-003002,2025-Q1,2025-01-24,Mobile,อีเมล,3.4,0
S-013094,2025-Q2,2025-04-12,Desktop,โฆษณาโซเชียล,5.6,0
S-014926,2025-Q2,2025-04-07,Desktop,ค้นหา,10.7,0
S-003954,2025-Q1,2025-01-18,Mobile,ตรงเข้าเว็บ,10.7,0
S-019962,2025-Q2,2025-04-10,Desktop,ตรงเข้าเว็บ,8.8,0
S-014401,2025-Q2,2025-05-19,Desktop,ตรงเข้าเว็บ,9.9,0
S-000446,2025-Q1,2025-02-03,Mobile,อีเมล,6.0,0
S-019914,2025-Q2,2025-05-08,Desktop,ตรงเข้าเว็บ,4.7,0
S-000070,2025-Q1,2025-01-24,Mobile,โฆษณาโซเชียล,5.1,1
S-010959,2025-Q2,2025-04-27,Mobile,โฆษณาโซเชียล,3.8,0
S-006557,2025-Q1,2025-03-24,Mobile,โฆษณาโซเชียล,10.4,0
S-009642,2025-Q1,2025-01-22,Desktop,ตรงเข้าเว็บ,11.7,1
S-016882,2025-Q2,2025-06-09,Desktop,ตรงเข้าเว็บ,1.6,0
S-014493,2025-Q2,2025-04-28,Desktop,ตรงเข้าเว็บ,10.2,0
S-004712,2025-Q1,2025-03-09,Mobile,ค้นหา,8.7,0
S-011124,2025-Q2,2025-04-08,Mobile,ตรงเข้าเว็บ,12.0,0
S-012690,2025-Q2,2025-05-22,Mobile,โฆษณาโซเชียล,5.4,0
S-011654,2025-Q2,2025-06-25,Mobile,ค้นหา,5.5,0
S-012984,2025-Q2,2025-04-07,Mobile,โฆษณาโซเชียล,1.6,0
S-015901,2025-Q2,2025-06-10,Desktop,โฆษณาโซเชียล,3.9,0
S-014402,2025-Q2,2025-06-02,Desktop,ตรงเข้าเว็บ,1.0,1
S-017032,2025-Q2,2025-05-05,Desktop,ตรงเข้าเว็บ,1.5,0
S-016470,2025-Q2,2025-05-14,Desktop,โฆษณาโซเชียล,10.3,0
S-016158,2025-Q2,2025-04-08,Desktop,ค้นหา,2.9,0
S-008085,2025-Q1,2025-01-15,Desktop,โฆษณาโซเชียล,3.7,0
S-015886,2025-Q2,2025-05-02,Desktop,ตรงเข้าเว็บ,4.9,0
S-002595,2025-Q1,2025-01-10,Mobile,ค้นหา,5.4,0
S-013340,2025-Q2,2025-04-14,Desktop,ค้นหา,7.9,0
S-004141,2025-Q1,2025-01-21,Mobile,ค้นหา,3.4,0
S-002265,2025-Q1,2025-02-13,Mobile,อีเมล,4.7,0
S-018615,2025-Q2,2025-04-08,Desktop,ค้นหา,9.8,1
S-007629,2025-Q1,2025-02-20,Mobile,โฆษณาโซเชียล,4.3,0
S-006151,2025-Q1,2025-03-04,Mobile,อีเมล,9.4,0
S-000515,2025-Q1,2025-03-21,Mobile,โฆษณาโซเชียล,10.4,1
S-000351,2025-Q1,2025-01-28,Mobile,อีเมล,1.5,0
S-010646,2025-Q2,2025-05-31,Mobile,อีเมล,3.9,0
S-017089,2025-Q2,2025-04-16,Desktop,โฆษณาโซเชียล,7.2,1
S-018197,2025-Q2,2025-05-10,Desktop,โฆษณาโซเชียล,11.1,1
S-019180,2025-Q2,2025-06-15,Desktop,ค้นหา,0.8,0
S-013128,2025-Q2,2025-05-07,Desktop,อีเมล,8.1,1
S-019949,2025-Q2,2025-05-14,Desktop,อีเมล,2.1,0
S-004575,2025-Q1,2025-01-18,Mobile,ตรงเข้าเว็บ,1.6,1
S-002009,2025-Q1,2025-03-26,Mobile,โฆษณาโซเชียล,1.2,0
S-005302,2025-Q1,2025-01-23,Mobile,โฆษณาโซเชียล,11.4,0
S-010980,2025-Q2,2025-04-30,Mobile,ค้นหา,1.5,1
S-009130,2025-Q1,2025-02-26,Desktop,ตรงเข้าเว็บ,11.3,0
S-018820,2025-Q2,2025-04-14,Desktop,ค้นหา,0.9,0
S-016472,2025-Q2,2025-06-02,Desktop,ตรงเข้าเว็บ,0.7,0
S-005295,2025-Q1,2025-02-21,Mobile,อีเมล,5.5,0
S-019772,2025-Q2,2025-04-12,Desktop,ค้นหา,6.1,1
S-015012,2025-Q2,2025-06-10,Desktop,ตรงเข้าเว็บ,1.3,1
S-003636,2025-Q1,2025-02-19,Mobile,อีเมล,9.0,0
S-016974,2025-Q2,2025-04-25,Desktop,โฆษณาโซเชียล,11.2,0
S-002816,2025-Q1,2025-02-20,Mobile,อีเมล,8.5,0
S-000551,2025-Q1,2025-03-18,Mobile,ค้นหา,0.7,0
S-012358,2025-Q2,2025-05-07,Mobile,โฆษณาโซเชียล,11.8,0
S-016899,2025-Q2,2025-06-10,Desktop,อีเมล,0.7,0
S-005497,2025-Q1,2025-01-25,Mobile,อีเมล,3.7,0
S-010475,2025-Q2,2025-04-16,Mobile,โฆษณาโซเชียล,8.3,0
S-008979,2025-Q1,2025-03-07,Desktop,ตรงเข้าเว็บ,2.7,0
S-013791,2025-Q2,2025-06-11,Desktop,ตรงเข้าเว็บ,10.5,0
S-012751,2025-Q2,2025-04-23,Mobile,โฆษณาโซเชียล,1.9,0
S-011287,2025-Q2,2025-06-03,Mobile,อีเมล,11.0,0
S-001497,2025-Q1,2025-03-26,Mobile,ตรงเข้าเว็บ,11.8,0
S-000873,2025-Q1,2025-01-15,Mobile,ค้นหา,5.8,0
S-009909,2025-Q1,2025-02-23,Desktop,อีเมล,9.7,1
S-004342,2025-Q1,2025-02-13,Mobile,อีเมล,9.8,1
S-014257,2025-Q2,2025-04-15,Desktop,โฆษณาโซเชียล,7.6,0
S-015391,2025-Q2,2025-06-15,Desktop,ตรงเข้าเว็บ,3.2,0
